customer_id,manager_id,campaign_id,campaign_name,current_budget_gbp,new_budget_gbp,action,notes
# P9 Dec 28 - FINAL DAY (£8,000 total) - Last push before period end
# UK Account (£3,400) - Final push
8573235780,2569949686,13810745002,SMY | UK | Search | Semi Brand - Diaries,700.00,600.00,BUDGET_CHANGE,943% ROAS - Final day
8573235780,2569949686,13811031042,SMY | UK | Search | Brand Exact,600.00,500.00,BUDGET_CHANGE,810% ROAS - Final day
8573235780,2569949686,23021472678,SMY | UK | P Max | H&S - Men's Briefcases,350.00,300.00,BUDGET_CHANGE,704% ROAS - Final push
8573235780,2569949686,22845468179,SMY | UK | P Max | H&S,300.00,250.00,BUDGET_CHANGE,599% ROAS - Final push
8573235780,2569949686,23233714033,SMY | UK | P Max | H&S Christmas Gifting,350.00,250.00,BUDGET_CHANGE,548% ROAS - Wind down
8573235780,2569949686,23194794411,SMY | UK | P Max | Diaries,300.00,250.00,BUDGET_CHANGE,432% ROAS - Final day
8573235780,2569949686,13813053110,SMY | UK | Search | Brand Stationery,150.00,125.00,BUDGET_CHANGE,521% ROAS - Final
8573235780,2569949686,13813052579,SMY | UK | Search | Brand Plus,150.00,125.00,BUDGET_CHANGE,409% ROAS - Final
8573235780,2569949686,23074901902,SMY | UK | Search | Generic,75.00,50.00,BUDGET_CHANGE,543% ROAS - Reduce
8573235780,2569949686,23215754148,SMY | UK | Search | Competitor,75.00,50.00,BUDGET_CHANGE,455% ROAS - Reduce
8573235780,2569949686,19227602347,UK - brand - core - test,350.00,300.00,BUDGET_CHANGE,Brand backup
8573235780,2569949686,20985724980,UK - brand - core £0.30,350.00,300.00,BUDGET_CHANGE,Brand core backup
8573235780,2569949686,22217168349,UK_Brand_Core Landing Page Test,250.00,200.00,BUDGET_CHANGE,Brand test
8573235780,2569949686,21473381978,UK_Brand_Core Max Conv Value,250.00,200.00,BUDGET_CHANGE,Brand test
# USA Account (£2,600) - Final US push
7808690871,2569949686,22796857828,SMY | US | P Max | Bags,600.00,500.00,BUDGET_CHANGE,1502% ROAS - Final day
7808690871,2569949686,22546298306,SMY | US | PMax | Zombies,425.00,350.00,BUDGET_CHANGE,1295% ROAS - Final day
7808690871,2569949686,23210838865,SMY | US | P Max | Diaries,350.00,300.00,BUDGET_CHANGE,1163% ROAS - Final push
7808690871,2569949686,1683494533,SMY | US | Search | Brand Exact,350.00,300.00,BUDGET_CHANGE,960% ROAS - Final push
7808690871,2569949686,23232558954,SMY | US | P Max | H&S Christmas Gifting,250.00,175.00,BUDGET_CHANGE,895% ROAS - Wind down
7808690871,2569949686,18037696979,SMY | US | P Max | H&S,200.00,175.00,BUDGET_CHANGE,797% ROAS - Final
7808690871,2569949686,23012390791,SMY | US | Search | Brand Plus Diaries,175.00,150.00,BUDGET_CHANGE,790% ROAS - Final
7808690871,2569949686,1602584781,SMY | US | Search | Brand Plus,125.00,100.00,BUDGET_CHANGE,571% ROAS - Final
7808690871,2569949686,1602585081,SMY | US | Search | Brand Leather,75.00,60.00,BUDGET_CHANGE,672% ROAS - Final
7808690871,2569949686,1602584829,SMY | US | Search | Brand Stationery,75.00,60.00,BUDGET_CHANGE,485% ROAS - Final
7808690871,2569949686,11189913808,Target CPA Experiment - misspellings,75.00,60.00,BUDGET_CHANGE,Misspellings
7808690871,2569949686,19228636229,USA - brand test to reduce cpc,125.00,100.00,BUDGET_CHANGE,Brand test
7808690871,2569949686,21001958524,USA - brand test £0.50,125.00,100.00,BUDGET_CHANGE,Brand test
7808690871,2569949686,1734759773,USA - brand - core [EX],75.00,56.00,BUDGET_CHANGE,Brand core
# EUR Account (£1,600) - Final European day
7679616761,2569949686,1599767262,SMY | EUR | IT | Search Brand,350.00,300.00,BUDGET_CHANGE,1903% ROAS - Final day
7679616761,2569949686,691020848,SMY | EUR | DE | Search | Brand,200.00,175.00,BUDGET_CHANGE,1021% ROAS - Final
7679616761,2569949686,22440993281,SMY | EUR | ROEuro | Search | Brand,200.00,175.00,BUDGET_CHANGE,923% ROAS - Final
7679616761,2569949686,23257901431,SMY | EUR | IT | P Max | Diaries,125.00,100.00,BUDGET_CHANGE,931% ROAS - Final
7679616761,2569949686,23257761115,SMY | EUR | DE | P Max | Diaries,100.00,75.00,BUDGET_CHANGE,929% ROAS - Final
7679616761,2569949686,23253890345,SMY | EUR | P Max | Diaries,75.00,60.00,BUDGET_CHANGE,1013% ROAS - Final
7679616761,2569949686,22441297139,SMY | EUR | RONot | Search | Brand,75.00,60.00,BUDGET_CHANGE,859% ROAS - Final
7679616761,2569949686,23292938044,SMY | EUR | CH | Search | Brand,50.00,40.00,BUDGET_CHANGE,781% ROAS - Final
7679616761,2569949686,23253394509,SMY | EUR | P Max | Christmas Gifting,100.00,75.00,BUDGET_CHANGE,770% ROAS - Wind down
7679616761,2569949686,21512797638,SMY | EUR | DE | Shopping,75.00,60.00,BUDGET_CHANGE,699% ROAS - Final
7679616761,2569949686,691020884,SMY | EUR | FR | Search | Brand,75.00,60.00,BUDGET_CHANGE,438% ROAS - Final
7679616761,2569949686,23248988334,SMY | EUR | FR | P Max | Christmas Gifting,100.00,75.00,BUDGET_CHANGE,603% ROAS - Wind down
7679616761,2569949686,23253230592,SMY | EUR | IT | P Max | Christmas Gifting,50.00,40.00,BUDGET_CHANGE,127% ROAS - Final
7679616761,2569949686,1603775949,SMY | EUR | ROEuro | Brand Diaries,50.00,40.00,BUDGET_CHANGE,703% ROAS - Final
7679616761,2569949686,22428317962,SMY | EUR | DE | Brand Max Conv,75.00,60.00,BUDGET_CHANGE,Brand backup
# ROW Account (£400) - Final ROW day
5556710725,2569949686,22503794801,SMY | ROW | Search | Brand,200.00,175.00,BUDGET_CHANGE,706% ROAS - Final day
5556710725,2569949686,6551615752,SMY | ROW | AUS | Search | Brand,125.00,100.00,BUDGET_CHANGE,621% ROAS - Final
5556710725,2569949686,23258454848,SMY | ROW | P Max | Christmas Gifting,75.00,50.00,BUDGET_CHANGE,318% ROAS - Wind down
5556710725,2569949686,6552020619,SMY | ROW | Search | Brand Diaries,50.00,40.00,BUDGET_CHANGE,366% ROAS - Final
5556710725,2569949686,23253385815,SMY | ROW | P Max | Diaries,30.00,25.00,BUDGET_CHANGE,110% ROAS - Final
5556710725,2569949686,19227841675,AUS - brand test to reduce cpc,30.00,25.00,BUDGET_CHANGE,Brand test
5556710725,2569949686,19175921934,ROW - brand test to reduce cpc,30.00,25.00,BUDGET_CHANGE,Brand test
5556710725,2569949686,23241919876,SMY | ROW | Competitor,10.00,10.00,BUDGET_CHANGE,250% ROAS - Final
