customer_id,manager_id,campaign_id,campaign_name,current_budget_gbp,new_budget_gbp,action,notes
# P9 Dec 22 - MINIMAL BUDGETS (£1,500 total) - Top ROAS campaigns only
# UK Account (£650) - Focus on highest ROAS
8573235780,2569949686,13810745002,SMY | UK | Search | Semi Brand - Diaries,457.01,250.00,BUDGET_CHANGE,943% ROAS winner
8573235780,2569949686,13811031042,SMY | UK | Search | Brand Exact,1572.12,200.00,BUDGET_CHANGE,810% ROAS winner
8573235780,2569949686,23021472678,SMY | UK | P Max | H&S - Men's Briefcases,261.41,100.00,BUDGET_CHANGE,704% ROAS
8573235780,2569949686,22845468179,SMY | UK | P Max | H&S,457.01,50.00,BUDGET_CHANGE,599% ROAS
8573235780,2569949686,23233714033,SMY | UK | P Max | H&S Christmas Gifting,422.28,50.00,BUDGET_CHANGE,548% ROAS
# USA Account (£465) - Ultra performers only
7808690871,2569949686,22796857828,SMY | US | P Max | Bags,67.61,150.00,BUDGET_CHANGE,1502% ROAS superstar!
7808690871,2569949686,22546298306,SMY | US | PMax | Zombies,65.01,100.00,BUDGET_CHANGE,1295% ROAS superstar!
7808690871,2569949686,23210838865,SMY | US | P Max | Diaries,97.52,75.00,BUDGET_CHANGE,1163% ROAS superstar!
7808690871,2569949686,1683494533,SMY | US | Search | Brand Exact,364.71,100.00,BUDGET_CHANGE,960% ROAS winner
7808690871,2569949686,23232558954,SMY | US | P Max | H&S Christmas Gifting,121.57,40.00,BUDGET_CHANGE,895% ROAS
# EUR Account (£270) - Focus on 1000%+ ROAS
7679616761,2569949686,1599767262,SMY | EUR | IT | Search Brand,66.63,100.00,BUDGET_CHANGE,1903% ROAS champion!
7679616761,2569949686,691020848,SMY | EUR | DE | Search | Brand,47.85,50.00,BUDGET_CHANGE,1021% ROAS winner
7679616761,2569949686,22440993281,SMY | EUR | ROEuro | Search | Brand,92.67,50.00,BUDGET_CHANGE,923% ROAS winner
7679616761,2569949686,23257901431,SMY | EUR | IT | P Max | Diaries,30.29,30.00,BUDGET_CHANGE,931% ROAS
7679616761,2569949686,23257761115,SMY | EUR | DE | P Max | Diaries,24.23,25.00,BUDGET_CHANGE,929% ROAS
7679616761,2569949686,23253394509,SMY | EUR | P Max | Christmas Gifting,54.51,15.00,BUDGET_CHANGE,770% ROAS
# ROW Account (£115) - Brand campaigns only
5556710725,2569949686,22503794801,SMY | ROW | Search | Brand,74.00,60.00,BUDGET_CHANGE,706% ROAS winner
5556710725,2569949686,6551615752,SMY | ROW | AUS | Search | Brand,29.60,35.00,BUDGET_CHANGE,621% ROAS
5556710725,2569949686,6552020619,SMY | ROW | Search | Brand Diaries,11.10,10.00,BUDGET_CHANGE,366% ROAS
5556710725,2569949686,23258454848,SMY | ROW | P Max | Christmas Gifting,74.00,10.00,BUDGET_CHANGE,318% ROAS
