customer_id,manager_id,campaign_id,campaign_name,current_budget_gbp,new_budget_gbp,action,notes
# P9 Budget Deployment - December 22, 2025
# UK Account - ENABLED campaigns only (£650 total)
8573235780,2569949686,23194794411,SMY | UK | P Max | Diaries,482.61,144.44,BUDGET_CHANGE,Dec 22 - UK ENABLED campaign 1/10
8573235780,2569949686,22845468179,SMY | UK | P Max | H&S,457.01,136.67,BUDGET_CHANGE,Dec 22 - UK ENABLED campaign 2/10
8573235780,2569949686,23021472678,SMY | UK | P Max | H&S - Men's Briefcases,261.41,78.17,BUDGET_CHANGE,Dec 22 - UK ENABLED campaign 3/10
8573235780,2569949686,23233714033,SMY | UK | P Max | H&S Christmas Gifting,422.28,126.28,BUDGET_CHANGE,Dec 22 - UK ENABLED campaign 4/10
8573235780,2569949686,13811031042,SMY | UK | Search | Brand Exact,1572.12,60.00,BUDGET_CHANGE,Dec 22 - UK ENABLED campaign 5/10
8573235780,2569949686,13813052579,SMY | UK | Search | Brand Plus,91.40,27.33,BUDGET_CHANGE,Dec 22 - UK ENABLED campaign 6/10
8573235780,2569949686,13813053110,SMY | UK | Search | Brand Stationery,58.50,17.50,BUDGET_CHANGE,Dec 22 - UK ENABLED campaign 7/10
8573235780,2569949686,23215754148,SMY | UK | Search | Competitor,36.56,10.94,BUDGET_CHANGE,Dec 22 - UK ENABLED campaign 8/10
8573235780,2569949686,23074901902,SMY | UK | Search | Generic,18.28,5.47,BUDGET_CHANGE,Dec 22 - UK ENABLED campaign 9/10
8573235780,2569949686,13810745002,SMY | UK | Search | Semi Brand - Diaries,457.01,20.00,BUDGET_CHANGE,Dec 22 - UK ENABLED campaign 10/10
# USA Account - ENABLED campaigns only (£465 total)
7808690871,2569949686,22796857828,SMY | US | P Max | Bags,67.61,37.62,BUDGET_CHANGE,Dec 22 - USA ENABLED campaign 1/9
7808690871,2569949686,23210838865,SMY | US | P Max | Diaries,97.52,54.29,BUDGET_CHANGE,Dec 22 - USA ENABLED campaign 2/9
7808690871,2569949686,18037696979,SMY | US | P Max | H&S,162.53,90.48,BUDGET_CHANGE,Dec 22 - USA ENABLED campaign 3/9
7808690871,2569949686,23232558954,SMY | US | P Max | H&S Christmas Gifting,121.57,67.67,BUDGET_CHANGE,Dec 22 - USA ENABLED campaign 4/9
7808690871,2569949686,22546298306,SMY | US | PMax | Zombies,65.01,36.17,BUDGET_CHANGE,Dec 22 - USA ENABLED campaign 5/9
7808690871,2569949686,1683494533,SMY | US | Search | Brand Exact,364.71,47.00,BUDGET_CHANGE,Dec 22 - USA ENABLED campaign 6/9
7808690871,2569949686,1602584781,SMY | US | Search | Brand Plus,58.51,32.57,BUDGET_CHANGE,Dec 22 - USA ENABLED campaign 7/9
7808690871,2569949686,23012390791,SMY | US | Search | Brand Plus Diaries,74.11,41.25,BUDGET_CHANGE,Dec 22 - USA ENABLED campaign 8/9
7808690871,2569949686,1602585081,SMY | US | Search | Brand Leather Accessories,33.81,18.82,BUDGET_CHANGE,Dec 22 - USA ENABLED campaign 9/9
# EUR Account - ENABLED campaigns only (£270 total)
7679616761,2569949686,23257901431,SMY | EUR | IT | P Max | Diaries,30.29,9.09,BUDGET_CHANGE,Dec 22 - EUR ENABLED campaign 1/18
7679616761,2569949686,23253394509,SMY | EUR | P Max | Christmas Gifting,54.51,16.35,BUDGET_CHANGE,Dec 22 - EUR ENABLED campaign 2/18
7679616761,2569949686,23292938044,SMY | EUR | CH | Search | Brand,18.17,5.45,BUDGET_CHANGE,Dec 22 - EUR ENABLED campaign 3/18
7679616761,2569949686,23257639561,SMY | EUR | DE | P Max | Christmas Gifting,9.69,2.91,BUDGET_CHANGE,Dec 22 - EUR ENABLED campaign 4/18
7679616761,2569949686,23257761115,SMY | EUR | DE | P Max | Diaries,24.23,7.27,BUDGET_CHANGE,Dec 22 - EUR ENABLED campaign 5/18
7679616761,2569949686,691020848,SMY | EUR | DE | Search | Brand,47.85,14.36,BUDGET_CHANGE,Dec 22 - EUR ENABLED campaign 6/18
7679616761,2569949686,22428317962,SMY | EUR | DE | Search | Brand Max Conv,47.85,14.36,BUDGET_CHANGE,Dec 22 - EUR ENABLED campaign 7/18
7679616761,2569949686,23237208923,SMY | EUR | DE | Search | Competitor,6.66,2.00,BUDGET_CHANGE,Dec 22 - EUR ENABLED campaign 8/18
7679616761,2569949686,21512797638,SMY | EUR | DE | Shopping,17.57,5.27,BUDGET_CHANGE,Dec 22 - EUR ENABLED campaign 9/18
7679616761,2569949686,23248988334,SMY | EUR | FR | P Max | Christmas Gifting,39.98,11.99,BUDGET_CHANGE,Dec 22 - EUR ENABLED campaign 10/18
7679616761,2569949686,691020884,SMY | EUR | FR | Search | Brand,30.29,9.09,BUDGET_CHANGE,Dec 22 - EUR ENABLED campaign 11/18
7679616761,2569949686,23253230592,SMY | EUR | IT | P Max | Christmas Gifting,12.11,3.63,BUDGET_CHANGE,Dec 22 - EUR ENABLED campaign 12/18
7679616761,2569949686,1599767262,SMY | EUR | IT | Search Brand,66.63,19.99,BUDGET_CHANGE,Dec 22 - EUR ENABLED campaign 13/18
7679616761,2569949686,23253890345,SMY | EUR | P Max | Diaries,4.04,1.21,BUDGET_CHANGE,Dec 22 - EUR ENABLED campaign 14/18
7679616761,2569949686,22440993281,SMY | EUR | ROEuro | Search | Brand,92.67,27.80,BUDGET_CHANGE,Dec 22 - EUR ENABLED campaign 15/18
7679616761,2569949686,1603775949,SMY | EUR | ROEuro | Search | Brand Diaries,12.11,3.63,BUDGET_CHANGE,Dec 22 - EUR ENABLED campaign 16/18
7679616761,2569949686,22441297139,SMY | EUR | RONot | Search | Brand,16.15,4.85,BUDGET_CHANGE,Dec 22 - EUR ENABLED campaign 17/18
7679616761,2569949686,10368145356,Target CPA Experiment - ROE - brand,50.00,15.00,BUDGET_CHANGE,Dec 22 - EUR ENABLED campaign 18/18
# ROW Account - ENABLED campaigns only (£115 total)
5556710725,2569949686,19227841675,AUS - brand test to reduce cpc,29.60,7.67,BUDGET_CHANGE,Dec 22 - ROW ENABLED campaign 1/11
5556710725,2569949686,19227775840,ROW - CA - brand test to reduce cpc,3.75,0.97,BUDGET_CHANGE,Dec 22 - ROW ENABLED campaign 2/11
5556710725,2569949686,19229009186,ROW - HK - brand test to reduce cpc,3.75,0.97,BUDGET_CHANGE,Dec 22 - ROW ENABLED campaign 3/11
5556710725,2569949686,19221315960,ROW - MEX - brand test to reduce cpc,3.75,0.97,BUDGET_CHANGE,Dec 22 - ROW ENABLED campaign 4/11
5556710725,2569949686,19229034938,ROW - SG - brand test to reduce cpc,3.75,0.97,BUDGET_CHANGE,Dec 22 - ROW ENABLED campaign 5/11
5556710725,2569949686,19175921934,ROW - brand test to reduce cpc,78.00,20.18,BUDGET_CHANGE,Dec 22 - ROW ENABLED campaign 6/11
5556710725,2569949686,6551615752,SMY | ROW | AUS | Search | Brand,29.60,7.67,BUDGET_CHANGE,Dec 22 - ROW ENABLED campaign 7/11
5556710725,2569949686,23258454848,SMY | ROW | P Max | Christmas Gifting,74.00,19.15,BUDGET_CHANGE,Dec 22 - ROW ENABLED campaign 8/11
5556710725,2569949686,23253385815,SMY | ROW | P Max | Diaries,3.70,0.96,BUDGET_CHANGE,Dec 22 - ROW ENABLED campaign 9/11
5556710725,2569949686,22503794801,SMY | ROW | Search | Brand,74.00,19.15,BUDGET_CHANGE,Dec 22 - ROW ENABLED campaign 10/11
5556710725,2569949686,6552020619,SMY | ROW | Search | Brand Diaries,11.10,2.87,BUDGET_CHANGE,Dec 22 - ROW ENABLED campaign 11/11
