,AW25 BLACK FRIDAY LIST - EFFECTIVE 17/11/2025 - 01/12/2025,,,1,2,3,4,5,6,7,8,9,10,11,12,13,14.00,15.00,16,17,18.00,19,20,21,22,23,24,25,26,27,28,,,,SRL ONLY,,,-29%,,,,,,,,,FS01 01,FS01 07,FS05 01,FS02 01,FS07 01,FS08 01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,DUPLICATES,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,077","45,325","3,012,441","11,533,829","8,215,773",,,ORIGINAL RRP,,,,,,CURRENT PRICE,,,,,,MARKDOWN PRICE - (EFFECTIVE 17/11),,,,,,% DISCOUNT,,,,,,% DISCOUNT (CALC),,,,,,CHECK,,,,,,,,,,,,
COMMENT,DUPLICATE STATUS,AW24 MD STATUS,BARCODE,ARTICLE,10 - DIGIT,DESCRIPTION,KEY STYLE GROUP,"SAP 
FINISH","SAP 
COLOUR","SAP 
CAT CODE",SAP MERCH CATEGORY,"SAP 
NEW SUBCAT","SAP 
NEW CAT/GENDER","SAP 
DEPT","SAP 
DIVISION",AW25 SSN STATUS,£ CP,ORIG GBP RTL,VKP2 31.10,CHECK,NEW GBP RTL,CHECK,BF GBP RTL,GM% @ ORIG,GM% @ NEW,BF GBP,DISC%,BF GM%,BF STATUS,MARKETING CAPSULE,EFFECTIVE DATE,DC STK,STR STK,BF SKU COUNT,CURRENT STK U,CURRENT STK COST,CURRENT STK VAL @ FP RRP,CURRENT STK VAL @ INIT BF,,,GBP,AIRSIDE,EUR,USD,HKD,JPY,GBP,AIRSIDE,EUR,USD,HKD,JPY,GBP,AIRSIDE,EUR,USD,HKD,JPY,GBP,AIRSIDE,EUR,USD,HKD,JPY,GBP,AIRSIDE,EUR,USD,HKD,JPY,GBP,AIRSIDE,EUR,USD,HKD,JPY,GBP,AIRSIDE,EUR,USD,HKD,JPY,
,DUPLICATE,,5056775811926,1204226,,LDW ZIP XBODY BAG BLACK,ZIP XBODY BAG FF,LUDLOW,BLACK,2300,CROSSBODY,SMALL CROSSBODY,MENS,LLG,Leather,CF,208.70,695.00,695.00,0.00,695.00,0.00,695.00,64.0%,64.0%,486.00,30%,48.5%,NEW BF,LEATHER @ 30% OFF,17.11.2025,18,0,1,18,"3,757","10,425","7,290",,,695.00,695.00,825.00,950.00,"8,000.00","154,500.00",695.00,695.00,825.00,950.00,"8,000.00","154,500.00",486.50,486.50,577.50,665.00,"5,600.00","108,150.00",30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,
,,,5056775822304,1205198,,LDW ZIP XBODY BAG D OLIVE,ZIP XBODY BAG FF,LUDLOW,DARK OLIVE,2300,CROSSBODY,SMALL CROSSBODY,MENS,LLG,Leather,NEW,204.30,695.00,695.00,0.00,695.00,0.00,695.00,64.7%,64.7%,486.00,30%,49.6%,NEW BF,LEATHER @ 30% OFF,17.11.2025,28,6,1,34,"6,946","19,692","13,770",,,695.00,695.00,825.00,950.00,"8,000.00","154,500.00",695.00,695.00,825.00,950.00,"8,000.00","154,500.00",486.50,486.50,577.50,665.00,"5,600.00","108,150.00",30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,
,,,5056352359186,1201995,,LDW  ZIP XBODY BAG NAVY,ZIP XBODY BAG,LUDLOW,NAVY,2300,CROSSBODY,SMALL CROSSBODY,MENS,LLG,Leather,CF,208.70,695.00,695.00,0.00,695.00,0.00,695.00,64.0%,64.0%,486.00,30%,48.5%,NEW BF,LEATHER @ 30% OFF,17.11.2025,8,9,1,17,"3,548","9,846","6,885",,,695.00,695.00,825.00,945.00,"8,000.00","165,400.00",695.00,695.00,825.00,945.00,"8,000.00","165,400.00",486.50,486.50,577.50,661.50,"5,600.00","115,780.00",30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,
,,,5056775811933,1204227,,LDW ZIP XBODY BAG NAVY,ZIP XBODY BAG FF,LUDLOW,NAVY,2300,CROSSBODY,SMALL CROSSBODY,MENS,LLG,Leather,CF,204.30,695.00,695.00,0.00,695.00,0.00,695.00,64.7%,64.7%,486.00,30%,49.6%,NEW BF,LEATHER @ 30% OFF,17.11.2025,40,2,1,42,"8,581","24,325","17,010",,,695.00,695.00,825.00,950.00,"8,000.00","154,500.00",695.00,695.00,825.00,950.00,"8,000.00","154,500.00",486.50,486.50,577.50,665.00,"5,600.00","108,150.00",30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,
,,,5056775812565,1204236,,MLTN SOFT XBODY BAG BLK,SOFT XBODY BAG,Not assigned,BLACK,2300,CROSSBODY,SMALL CROSSBODY,WOMENS,LLG,Leather,CF,170.60,650.00,650.00,0.00,650.00,0.00,650.00,68.5%,68.5%,455.00,30%,55.0%,NEW BF,LEATHER @ 30% OFF,17.11.2025,24,11,1,35,"5,971","18,958","13,271",,,650.00,650.00,775.00,895.00,"7,400.00","143,000.00",650.00,650.00,775.00,895.00,"7,400.00","143,000.00",455.00,455.00,542.50,626.50,"5,180.00","100,100.00",30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,
,,,5056775816778,1204523,,MLTN SOFT XBODY BAG PINE,SOFT XBODY BAG,Not assigned,PINE GREEN,2300,CROSSBODY,SMALL CROSSBODY,WOMENS,LLG,Leather,NEW,167.00,650.00,650.00,0.00,650.00,0.00,650.00,69.2%,69.2%,455.00,30%,56.0%,NEW BF,LEATHER @ 30% OFF,17.11.2025,25,8,1,33,"5,511","17,875","12,513",,,650.00,650.00,775.00,895.00,"7,400.00","143,000.00",650.00,650.00,775.00,895.00,"7,400.00","143,000.00",455.00,455.00,542.50,626.50,"5,180.00","100,100.00",30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,
,,,5056775812558,1204238,,MLTN SOFT XBODY BAG SFOAM,SOFT XBODY BAG,Not assigned,SEAFOAM,2300,CROSSBODY,SMALL CROSSBODY,WOMENS,LLG,Leather,CF,170.60,650.00,650.00,0.00,650.00,0.00,650.00,68.5%,68.5%,455.00,30%,55.0%,NEW BF,LEATHER @ 30% OFF,17.11.2025,31,11,1,42,"7,165","22,750","15,925",,,650.00,650.00,775.00,895.00,"7,400.00","143,000.00",650.00,650.00,775.00,895.00,"7,400.00","143,000.00",455.00,455.00,542.50,626.50,"5,180.00","100,100.00",30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,
,,,5056775812541,1204237,,MLTN SOFT XBODY BAG TRUFFLE,SOFT XBODY BAG,Not assigned,TRUFFLE,2300,CROSSBODY,SMALL CROSSBODY,WOMENS,LLG,Leather,CF,170.60,650.00,650.00,0.00,650.00,0.00,650.00,68.5%,68.5%,455.00,30%,55.0%,NEW BF,LEATHER @ 30% OFF,17.11.2025,14,4,1,18,"3,071","9,750","6,825",,,650.00,650.00,775.00,895.00,"7,400.00","143,000.00",650.00,650.00,775.00,895.00,"7,400.00","143,000.00",455.00,455.00,542.50,626.50,"5,180.00","100,100.00",30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,
,,,5056775817904,1204531,,NRTN CROSSBODY BAG BLK,CROSSBODY BAG,Not assigned,BLACK,2300,CROSSBODY,MEDIUM CROSSBODY,UNISEX,LLG,Leather,NEW,154.30,550.00,550.00,0.00,550.00,0.00,550.00,66.3%,66.3%,385.00,30%,51.9%,NEW BF,LEATHER @ 30% OFF,17.11.2025,21,13,1,34,"5,246","15,583","10,908",,,550.00,550.00,680.00,750.00,"6,200.00","121,500.00",550.00,550.00,680.00,750.00,"6,200.00","121,500.00",385.00,385.00,476.00,525.00,"4,340.00","85,050.00",30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,
,DUPLICATE,,5056352360816,1202023,,PMA SM CAMERA BAG BLK,SM CAMERA BAG,PANAMA,BLACK,2300,CROSSBODY,SMALL CROSSBODY,WOMENS,LLG,Leather,CF,146.80,550.00,550.00,0.00,550.00,0.00,550.00,68.0%,68.0%,385.00,30%,54.2%,NEW BF,LEATHER @ 30% OFF,17.11.2025,3,-1,1,2,294,917,642,,,550.00,550.00,680.00,750.00,"6,200.00","121,500.00",550.00,550.00,680.00,750.00,"6,200.00","121,500.00",385.00,385.00,476.00,525.00,"4,340.00","85,050.00",30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,
,DUPLICATE,,5056775812268,1204040,,PMA SM CAMERA BAG BLK,SM CAMERA BAG FF,PANAMA,BLACK,2300,CROSSBODY,SMALL CROSSBODY,WOMENS,LLG,Leather,CF,143.80,550.00,550.00,0.00,550.00,0.00,550.00,68.6%,68.6%,385.00,30%,55.2%,NEW BF,LEATHER @ 30% OFF,17.11.2025,0,0,0,0,0,0,0,,,550.00,550.00,680.00,750.00,"6,200.00","121,500.00",550.00,550.00,680.00,750.00,"6,200.00","121,500.00",385.00,385.00,476.00,525.00,"4,340.00","85,050.00",30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,
,DUPLICATE,,5056352360823,1202024,,PMA SM CAMERA BAG N BLUE,SM CAMERA BAG,PANAMA,NILE BLUE,2300,CROSSBODY,SMALL CROSSBODY,WOMENS,LLG,Leather,CF,146.80,550.00,550.00,0.00,550.00,0.00,550.00,68.0%,68.0%,385.00,30%,54.2%,NEW BF,LEATHER @ 30% OFF,17.11.2025,2,3,1,5,734,"2,292","1,604",,,550.00,550.00,680.00,750.00,"6,200.00","121,500.00",550.00,550.00,680.00,750.00,"6,200.00","121,500.00",385.00,385.00,476.00,525.00,"4,340.00","85,050.00",30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,
,DUPLICATE,,5056775812251,1204041,,PMA SM CAMERA BAG N BLUE,SM CAMERA BAG FF,PANAMA,NILE BLUE,2300,CROSSBODY,SMALL CROSSBODY,WOMENS,LLG,Leather,CF,143.80,550.00,550.00,0.00,550.00,0.00,550.00,68.6%,68.6%,385.00,30%,55.2%,NEW BF,LEATHER @ 30% OFF,17.11.2025,33,11,1,44,"6,327","20,167","14,117",,,550.00,550.00,680.00,750.00,"6,200.00","121,500.00",550.00,550.00,680.00,750.00,"6,200.00","121,500.00",385.00,385.00,476.00,525.00,"4,340.00","85,050.00",30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,
,DUPLICATE,,5056775800852,1203468,,PMA SM CAMERA BAG SDSTONE,SM CAMERA BAG,PANAMA,SANDSTONE,2300,CROSSBODY,SMALL CROSSBODY,WOMENS,LLG,Leather,CF,146.80,550.00,550.00,0.00,550.00,0.00,550.00,68.0%,68.0%,385.00,30%,54.2%,NEW BF,LEATHER @ 30% OFF,17.11.2025,2,1,1,3,440,"1,375",963,,,550.00,550.00,680.00,750.00,"6,200.00","121,500.00",550.00,550.00,680.00,750.00,"6,200.00","121,500.00",385.00,385.00,476.00,525.00,"4,340.00","85,050.00",30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,
,DUPLICATE,,5056775812244,1204042,,PMA SM CAMERA BAG SDSTONE,SM CAMERA BAG FF,PANAMA,SANDSTONE,2300,CROSSBODY,SMALL CROSSBODY,WOMENS,LLG,Leather,CF,143.80,550.00,550.00,0.00,550.00,0.00,550.00,68.6%,68.6%,385.00,30%,55.2%,NEW BF,LEATHER @ 30% OFF,17.11.2025,38,9,1,47,"6,759","21,542","15,079",,,550.00,550.00,680.00,750.00,"6,200.00","121,500.00",550.00,550.00,680.00,750.00,"6,200.00","121,500.00",385.00,385.00,476.00,525.00,"4,340.00","85,050.00",30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,
,DUPLICATE,,5056352314505,1029347,,LDW 48H TRVL BAG BLK,48H TRVL BAG,LUDLOW,BLACK,2300,LUGGAGE,TRAVEL BAG,MENS,LLG,Leather,CF,449.10,"1,695.00","1,695.00",0.00,"1,695.00",0.00,"1,695.00",68.2%,68.2%,"1,186.00",30%,54.6%,NEW BF,LEATHER @ 30% OFF,17.11.2025,18,11,1,29,"13,024","40,963","28,662",,,"1,695.00","1,695.00","1,995.00","2,245.00","18,900.00","402,500.00","1,695.00","1,695.00","1,995.00","2,245.00","18,900.00","402,500.00","1,186.50","1,186.50","1,396.50","1,571.50","13,230.00","281,750.00",30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,
,DUPLICATE,,5056775809015,1204270,,LDW 48H TRVL BAG BLK,48 HR TRAVEL BAG FF,LUDLOW,BLACK,2300,LUGGAGE,TRAVEL BAG,UNISEX,LLG,Leather,CF,447.22,"1,695.00","1,695.00",0.00,"1,695.00",0.00,"1,695.00",68.3%,68.3%,"1,186.00",30%,54.8%,NEW BF,LEATHER @ 30% OFF,17.11.2025,0,0,0,0,0,0,0,,,"1,695.00","1,695.00","1,995.00","2,245.00","18,900.00","368,000.00","1,695.00","1,695.00","1,995.00","2,245.00","18,900.00","368,000.00","1,186.50","1,186.50","1,396.50","1,571.50","13,230.00","257,600.00",30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,
,DUPLICATE,,5056352314567,1029352,,LDW 48H TRVL BAG NAVY,48H TRVL BAG,LUDLOW,NAVY,2300,LUGGAGE,TRAVEL BAG,MENS,LLG,Leather,CF,449.10,"1,695.00","1,695.00",0.00,"1,695.00",0.00,"1,695.00",68.2%,68.2%,"1,186.00",30%,54.6%,NEW BF,LEATHER @ 30% OFF,17.11.2025,3,4,1,7,"3,144","9,888","6,918",,,"1,695.00","1,695.00","1,995.00","2,245.00","18,900.00","402,500.00","1,695.00","1,695.00","1,995.00","2,245.00","18,900.00","402,500.00","1,186.50","1,186.50","1,396.50","1,571.50","13,230.00","281,750.00",30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,
,DUPLICATE,,5056775809008,1204271,,LDW 48H TRVL BAG NAVY,48 HR TRAVEL BAG FF,LUDLOW,NAVY,2300,LUGGAGE,TRAVEL BAG,UNISEX,LLG,Leather,CF,447.22,"1,695.00","1,695.00",0.00,"1,695.00",0.00,"1,695.00",68.3%,68.3%,"1,186.00",30%,54.8%,NEW BF,LEATHER @ 30% OFF,17.11.2025,50,0,1,50,"22,361","70,625","49,417",,,"1,695.00","1,695.00","1,995.00","2,245.00","18,900.00","368,000.00","1,695.00","1,695.00","1,995.00","2,245.00","18,900.00","368,000.00","1,186.50","1,186.50","1,396.50","1,571.50","13,230.00","257,600.00",30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,
,DUPLICATE,,5056352367174,1202440,,LDW SML SOFT TRAVEL BAG BLACK,SML SOFT TRVL BAG,LUDLOW,BLACK,2300,LUGGAGE,TRAVEL BAG,UNISEX,LLG,Leather,CF,401.30,"1,395.00","1,395.00",0.00,"1,395.00",0.00,"1,395.00",65.5%,65.5%,976.00,30%,50.7%,NEW BF,LEATHER @ 30% OFF,17.11.2025,0,0,0,0,0,0,0,,,"1,395.00","1,395.00","1,650.00","1,895.00","15,500.00","297,000.00","1,395.00","1,395.00","1,650.00","1,895.00","15,500.00","297,000.00",976.50,976.50,"1,155.00","1,326.50","10,850.00","207,900.00",30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,
,DUPLICATE,,5056775812435,1204278,,LDW SML SOFT TRAVEL BAG BLACK,SML SOFT TRAVEL BAG FF,LUDLOW,BLACK,2300,LUGGAGE,TRAVEL BAG,UNISEX,LLG,Leather,CF,401.30,"1,395.00","1,395.00",0.00,"1,395.00",0.00,"1,395.00",65.5%,65.5%,976.00,30%,50.7%,NEW BF,LEATHER @ 30% OFF,17.11.2025,27,10,1,37,"14,848","43,013","30,093",,,"1,395.00","1,395.00","1,650.00","1,895.00","15,500.00","297,000.00","1,395.00","1,395.00","1,650.00","1,895.00","15,500.00","297,000.00",976.50,976.50,"1,155.00","1,326.50","10,850.00","207,900.00",30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,
,DUPLICATE,,5056352367167,1202442,,LDW SML SOFT TRAVEL BAG D TAUPE,SML SOFT TRVL BAG,LUDLOW,DARK TAUPE,2300,LUGGAGE,TRAVEL BAG,UNISEX,LLG,Leather,CF,401.30,"1,395.00","1,395.00",0.00,"1,395.00",0.00,"1,395.00",65.5%,65.5%,976.00,30%,50.7%,NEW BF,LEATHER @ 30% OFF,17.11.2025,3,3,1,6,"2,408","6,975","4,880",,,"1,395.00","1,395.00","1,650.00","1,895.00","15,500.00","297,000.00","1,395.00","1,395.00","1,650.00","1,895.00","15,500.00","297,000.00",976.50,976.50,"1,155.00","1,326.50","10,850.00","207,900.00",30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,
,DUPLICATE,,5056775812442,1204280,,LDW SML SOFT TRAVEL BAG D TAUPE,SML SOFT TRAVEL BAG FF,LUDLOW,DARK TAUPE,2300,LUGGAGE,TRAVEL BAG,UNISEX,LLG,Leather,CF,399.10,"1,395.00","1,395.00",0.00,"1,395.00",0.00,"1,395.00",65.7%,65.7%,976.00,30%,50.9%,NEW BF,LEATHER @ 30% OFF,17.11.2025,35,6,1,41,"16,363","47,663","33,347",,,"1,395.00","1,395.00","1,650.00","1,895.00","15,500.00","297,000.00","1,395.00","1,395.00","1,650.00","1,895.00","15,500.00","297,000.00",976.50,976.50,"1,155.00","1,326.50","10,850.00","207,900.00",30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,
,DUPLICATE,,5056352369802,1202618,,LDW SOFT TRAVEL BAG  BLK,SOFT TRVL BAG,LUDLOW,BLACK,2300,LUGGAGE,TRAVEL BAG,UNISEX,LLG,Leather,CF,468.90,"1,595.00","1,595.00",0.00,"1,595.00",0.00,"1,595.00",64.7%,64.7%,"1,116.00",30%,49.6%,NEW BF,LEATHER @ 30% OFF,17.11.2025,0,9,1,9,"4,220","11,963","8,370",,,"1,595.00","1,595.00","1,845.00","2,145.00","17,500.00","377,000.00","1,595.00","1,595.00","1,845.00","2,145.00","17,500.00","377,000.00","1,116.50","1,116.50","1,291.50","1,501.50","12,250.00","263,900.00",30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,
,DUPLICATE,,5056775812596,1204281,,LDW SOFT TRAVEL BAG  BLK,SOFT TRAVEL BAG FF,LUDLOW,BLACK,2300,LUGGAGE,TRAVEL BAG,UNISEX,LLG,Leather,CF,467.40,"1,595.00","1,595.00",0.00,"1,595.00",0.00,"1,595.00",64.8%,64.8%,"1,116.00",30%,49.7%,NEW BF,LEATHER @ 30% OFF,17.11.2025,0,0,0,0,0,0,0,,,"1,595.00","1,595.00","1,850.00","2,150.00","17,500.00","345,000.00","1,595.00","1,595.00","1,850.00","2,150.00","17,500.00","345,000.00","1,116.50","1,116.50","1,295.00","1,505.00","12,250.00","241,500.00",30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,
,DUPLICATE,,5056352369796,1202619,,LDW SOFT TRAVEL BAG  D TAUPE,SOFT TRVL BAG,LUDLOW,DARK TAUPE,2300,LUGGAGE,TRAVEL BAG,UNISEX,LLG,Leather,CF,468.90,"1,595.00","1,595.00",0.00,"1,595.00",0.00,"1,595.00",64.7%,64.7%,"1,116.00",30%,49.6%,NEW BF,LEATHER @ 30% OFF,17.11.2025,0,1,1,1,469,"1,329",930,,,"1,595.00","1,595.00","1,845.00","2,145.00","17,500.00","377,000.00","1,595.00","1,595.00","1,845.00","2,145.00","17,500.00","377,000.00","1,116.50","1,116.50","1,291.50","1,501.50","12,250.00","263,900.00",30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,
,DUPLICATE,,5056775812602,1204282,,LDW SOFT TRAVEL BAG  D TAUPE,SOFT TRAVEL BAG FF,LUDLOW,DARK TAUPE,2300,LUGGAGE,TRAVEL BAG,UNISEX,LLG,Leather,CF,467.40,"1,595.00","1,595.00",0.00,"1,595.00",0.00,"1,595.00",64.8%,64.8%,"1,116.00",30%,49.7%,NEW BF,LEATHER @ 30% OFF,17.11.2025,31,3,1,34,"15,892","45,192","31,620",,,"1,595.00","1,595.00","1,850.00","2,150.00","17,500.00","345,000.00","1,595.00","1,595.00","1,850.00","2,150.00","17,500.00","345,000.00","1,116.50","1,116.50","1,295.00","1,505.00","12,250.00","241,500.00",30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,
,,,5056775804683,1204046,,NRTN COLOUR BLOCK TRAVEL BAG BLK,LG LIGHTWEIGHT TRAVEL BAG NEW SIDE,Not assigned,BLACK,2300,LUGGAGE,TRAVEL BAG,UNISEX,LLG,Leather,CF,341.00,"1,250.00","1,250.00",0.00,"1,250.00",0.00,"1,250.00",67.3%,67.3%,875.00,30%,53.2%,NEW BF,LEATHER @ 30% OFF,17.11.2025,22,8,1,30,"10,230","31,250","21,875",,,"1,250.00","1,250.00","1,495.00","1,695.00","13,900.00","261,000.00","1,250.00","1,250.00","1,495.00","1,695.00","13,900.00","261,000.00",875.00,875.00,"1,046.50","1,186.50","9,730.00","182,700.00",30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,
,,,5056352395801,1203614,,NRTN SML TRAVEL BAG BLK,MD LIGHTWEIGHT TRAVEL BAG 2,Not assigned,BLACK,2300,LUGGAGE,TRAVEL BAG,UNISEX,LLG,Leather,CF,256.70,895.00,895.00,0.00,895.00,0.00,895.00,65.6%,65.6%,626.00,30%,50.8%,NEW BF,LEATHER @ 30% OFF,17.11.2025,69,10,1,79,"20,279","58,921","41,212",,,895.00,895.00,"1,050.00","1,250.00","9,800.00","211,700.00",895.00,895.00,"1,050.00","1,250.00","9,800.00","211,700.00",626.50,626.50,735.00,875.00,"6,860.00","148,190.00",30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,
,,,5056352395818,1203615,,NRTN TRAVEL BAG BLK,LG LIGHTWEIGHT TRAVEL BAG NEW SIDE,Not assigned,BLACK,2300,LUGGAGE,TRAVEL BAG,UNISEX,LLG,Leather,CF,341.10,"1,195.00","1,195.00",0.00,"1,195.00",0.00,"1,195.00",65.7%,65.7%,836.00,30%,51.0%,NEW BF,LEATHER @ 30% OFF,17.11.2025,44,12,1,56,"19,102","55,767","39,013",,,"1,195.00","1,195.00","1,450.00","1,650.00","13,500.00","278,300.00","1,195.00","1,195.00","1,450.00","1,650.00","13,500.00","278,300.00",836.50,836.50,"1,015.00","1,155.00","9,450.00","194,810.00",30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,
